dataset,noise,model,k,k_accuracies
mmlu,r2ata,Qwen3-14B,25,[0.82706767]
multiarith,r2ata,Qwen3-14B,1,"[0.98888889 0.97777778 0.98888889 0.98888889 0.98333333 0.98888889
 0.98333333 0.98888889 0.98888889 0.98333333 0.98333333 0.98888889
 0.97777778 0.97777778 0.98888889 0.99444444 0.97777778 0.98333333
 0.97777778 0.98888889 0.99444444 0.98333333 0.98888889 0.98888889
 0.98333333]"
multiarith,r2ata,Qwen3-14B,5,"[0.98888889 0.98888889 0.98888889 0.98888889 0.99444444 0.99444444
 0.98888889 0.98888889 0.98888889 0.98888889 0.98888889 1.
 0.99444444 0.98888889 0.98888889 0.99444444 0.98888889 0.98888889
 0.98888889 0.98888889 0.98888889]"
multiarith,r2ata,Qwen3-14B,10,"[0.99444444 0.98888889 0.98888889 0.98888889 0.98888889 0.99444444
 0.99444444 0.98888889 0.98888889 0.98888889 0.99444444 0.99444444
 0.98888889 0.98888889 0.98888889 0.99444444]"
multiarith,r2ata,Qwen3-14B,15,"[0.98888889 0.98888889 0.98888889 0.98888889 0.99444444 0.99444444
 0.99444444 0.98888889 0.98888889 0.98888889 0.99444444]"
multiarith,r2ata,Qwen3-14B,20,[0.99444444 0.98888889 0.99444444 0.99444444 0.99444444 0.99444444]
multiarith,r2ata,Qwen3-14B,25,[0.99444444]
gsm,r2ata,Qwen3-4B,1,"[0.76952237 0.75056861 0.75511751 0.75056861 0.75739196 0.76497346
 0.77482942 0.76118271 0.75511751 0.75966641 0.77179682 0.75739196
 0.76497346 0.76042456 0.76421531 0.75966641 0.74526156 0.76118271
 0.76497346 0.77028052 0.76194086 0.76345716 0.76269901 0.76724792
 0.76118271]"
gsm,r2ata,Qwen3-4B,5,"[0.84230478 0.83017437 0.82865807 0.83699773 0.84609553 0.84836998
 0.85291888 0.85670963 0.84988628 0.84306293 0.83472328 0.84533738
 0.83548143 0.83169067 0.84761183 0.84078848 0.85519333 0.85519333
 0.86125853 0.86125853 0.85291888]"
gsm,r2ata,Qwen3-4B,10,"[0.86656558 0.86201668 0.86201668 0.86125853 0.86504928 0.86732373
 0.86808188 0.86353298 0.86429113 0.87035633 0.87187263 0.87111448
 0.86884003 0.87187263 0.87869598 0.88172858]"
gsm,r2ata,Qwen3-4B,15,"[0.86504928 0.86959818 0.86732373 0.86504928 0.87642153 0.87490523
 0.87869598 0.87263078 0.87793783 0.87945413 0.87945413]"
gsm,r2ata,Qwen3-4B,20,[0.87793783 0.87869598 0.87642153 0.87566338 0.87869598 0.88324488]
gsm,r2ata,Qwen3-4B,25,[0.88172858]
math,r2ata,Qwen3-4B,1,"[0.48 0.48 0.5  0.51 0.5  0.44 0.41 0.5  0.51 0.5  0.46 0.49 0.47 0.49
 0.51 0.48 0.49 0.48 0.5  0.47 0.49 0.49 0.49 0.5  0.55]"
math,r2ata,Qwen3-4B,5,"[0.61 0.59 0.61 0.6  0.59 0.57 0.56 0.59 0.6  0.62 0.64 0.62 0.63 0.62
 0.63 0.6  0.59 0.62 0.63 0.65 0.64]"
math,r2ata,Qwen3-4B,10,"[0.65 0.66 0.64 0.65 0.64 0.64 0.64 0.67 0.66 0.68 0.66 0.65 0.67 0.66
 0.68 0.67]"
math,r2ata,Qwen3-4B,15,[0.71 0.72 0.69 0.69 0.67 0.65 0.69 0.73 0.71 0.71 0.71]
math,r2ata,Qwen3-4B,20,[0.72 0.74 0.72 0.71 0.7  0.7 ]
math,r2ata,Qwen3-4B,25,[0.74]
mmlu,r2ata,Qwen3-4B,1,"[0.82142857 0.81015038 0.81860902 0.81578947 0.82424812 0.81296992
 0.82800752 0.81484962 0.80733083 0.81203008 0.79605263 0.80827068
 0.81484962 0.81203008 0.81578947 0.82142857 0.82800752 0.81203008
 0.80921053 0.81015038 0.81484962 0.82330827 0.82048872 0.81015038
 0.81766917]"
mmlu,r2ata,Qwen3-4B,5,"[0.84398496 0.84022556 0.84022556 0.84774436 0.84116541 0.83552632
 0.83740602 0.83740602 0.82800752 0.83552632 0.83364662 0.83458647
 0.84022556 0.84492481 0.83740602 0.84398496 0.84210526 0.84586466
 0.83928571 0.84116541 0.84398496]"
mmlu,r2ata,Qwen3-4B,10,"[0.84680451 0.84774436 0.84304511 0.84116541 0.83834586 0.84116541
 0.83646617 0.84022556 0.83834586 0.83646617 0.83552632 0.83834586
 0.84398496 0.84492481 0.83834586 0.84492481]"
mmlu,r2ata,Qwen3-4B,15,"[0.84304511 0.84680451 0.84210526 0.84398496 0.84492481 0.84116541
 0.84398496 0.84022556 0.84492481 0.84210526 0.84022556]"
mmlu,r2ata,Qwen3-4B,20,[0.84586466 0.84586466 0.84868421 0.84680451 0.84210526 0.84022556]
mmlu,r2ata,Qwen3-4B,25,[0.84398496]
multiarith,r2ata,Qwen3-4B,1,"[0.93333333 0.92777778 0.95555556 0.93333333 0.93333333 0.94444444
 0.93888889 0.95       0.92777778 0.93333333 0.94444444 0.92777778
 0.90555556 0.9        0.92777778 0.89444444 0.90555556 0.92222222
 0.91666667 0.95       0.92777778 0.96666667 0.93333333 0.95
 0.92777778]"
multiarith,r2ata,Qwen3-4B,5,"[0.98888889 0.98888889 0.98888889 0.98333333 0.96666667 0.98333333
 0.98888889 0.98333333 0.98888889 0.98333333 0.98888889 0.97777778
 0.98333333 0.98888889 0.98333333 0.97777778 0.98333333 0.98888889
 0.98333333 0.98888889 0.98333333]"
multiarith,r2ata,Qwen3-4B,10,"[0.98333333 0.98888889 0.98333333 0.98333333 0.98333333 0.98333333
 0.98888889 0.98333333 0.98333333 0.98888889 0.98333333 0.98333333
 0.98333333 0.98333333 0.98333333 0.98333333]"
multiarith,r2ata,Qwen3-4B,15,"[0.98333333 0.98888889 0.98333333 0.98333333 0.98333333 0.98333333
 0.98333333 0.98333333 0.98333333 0.98888889 0.98333333]"
multiarith,r2ata,Qwen3-4B,20,[0.98333333 0.98333333 0.98333333 0.98333333 0.98333333 0.98333333]
multiarith,r2ata,Qwen3-4B,25,[0.98333333]
gsm,wikitypo,gemma-3-12b-it,1,"[0.74526156 0.74374526 0.74450341 0.74450341 0.73995451 0.73843821
 0.75056861 0.74071266 0.73388931 0.73843821 0.75663381 0.73237301
 0.74298711 0.73692191 0.72630781 0.74222896 0.74147081 0.72858226
 0.73161486 0.73388931 0.74374526 0.73313116 0.73616376 0.74298711
 0.74374526]"
gsm,wikitypo,gemma-3-12b-it,5,"[0.79226687 0.79454132 0.79529947 0.78771797 0.78468537 0.78544352
 0.78999242 0.78544352 0.78013647 0.77710387 0.78695982 0.77558757
 0.77634572 0.77634572 0.77862017 0.77862017 0.78771797 0.77710387
 0.77710387 0.77862017 0.77482942]"
gsm,wikitypo,gemma-3-12b-it,10,"[0.80212282 0.80515542 0.79833207 0.79909022 0.79681577 0.79454132
 0.80060652 0.79378317 0.79529947 0.79681577 0.79454132 0.79378317
 0.79529947 0.79378317 0.79150872 0.79150872]"
gsm,wikitypo,gemma-3-12b-it,15,"[0.80363912 0.80515542 0.80136467 0.80060652 0.79454132 0.80136467
 0.80667172 0.79909022 0.79757392 0.80288097 0.79605762]"
gsm,wikitypo,gemma-3-12b-it,20,[0.80212282 0.80060652 0.80212282 0.80439727 0.80060652 0.80212282]
gsm,wikitypo,gemma-3-12b-it,25,[0.80212282]
math,wikitypo,gemma-3-12b-it,1,"[0.48 0.56 0.58 0.55 0.51 0.55 0.52 0.6  0.55 0.57 0.6  0.52 0.5  0.57
 0.59 0.49 0.55 0.6  0.55 0.57 0.58 0.57 0.54 0.57 0.56]"
math,wikitypo,gemma-3-12b-it,5,"[0.56 0.6  0.57 0.58 0.57 0.58 0.58 0.61 0.59 0.57 0.62 0.56 0.52 0.58
 0.57 0.58 0.59 0.6  0.58 0.6  0.62]"
math,wikitypo,gemma-3-12b-it,10,"[0.58 0.59 0.61 0.6  0.6  0.61 0.58 0.6  0.6  0.59 0.59 0.59 0.58 0.6
 0.6  0.58]"
math,wikitypo,gemma-3-12b-it,15,[0.62 0.61 0.6  0.6  0.61 0.61 0.59 0.6  0.6  0.59 0.6 ]
math,wikitypo,gemma-3-12b-it,20,[0.6  0.61 0.62 0.61 0.6  0.61]
math,wikitypo,gemma-3-12b-it,25,[0.6]
mmlu,wikitypo,gemma-3-12b-it,1,"[0.79508971 0.78564684 0.78942398 0.79131256 0.78281398 0.80358829
 0.78659112 0.78470255 0.80075543 0.77903683 0.79886686 0.79603399
 0.8101983  0.79036827 0.78942398 0.79886686 0.78659112 0.802644
 0.79508971 0.77998111 0.79320113 0.80358829 0.7884797  0.78753541
 0.79886686]"
mmlu,wikitypo,gemma-3-12b-it,5,"[0.81491974 0.81397545 0.81114259 0.81114259 0.81208687 0.82247403
 0.80358829 0.81869688 0.82341832 0.81680831 0.82436261 0.82436261
 0.82341832 0.81586402 0.81964117 0.81964117 0.81586402 0.82058546
 0.81397545 0.81586402 0.81869688]"
mmlu,wikitypo,gemma-3-12b-it,10,"[0.81869688 0.82152975 0.82058546 0.82247403 0.82341832 0.81964117
 0.81680831 0.82530689 0.82908404 0.82058546 0.82341832 0.82719547
 0.82530689 0.82341832 0.82152975 0.82530689]"
mmlu,wikitypo,gemma-3-12b-it,15,"[0.82247403 0.82625118 0.82436261 0.82530689 0.83002833 0.82436261
 0.82247403 0.82436261 0.82436261 0.82247403 0.82341832]"
mmlu,wikitypo,gemma-3-12b-it,20,[0.82625118 0.83097262 0.82908404 0.82625118 0.82625118 0.82625118]
mmlu,wikitypo,gemma-3-12b-it,25,[0.82625118]
multiarith,wikitypo,gemma-3-12b-it,1,"[0.99444444 1.         1.         1.         1.         0.99444444
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 0.99444444 1.         1.         1.         1.         1.
 1.        ]"
multiarith,wikitypo,gemma-3-12b-it,5,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
multiarith,wikitypo,gemma-3-12b-it,10,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
multiarith,wikitypo,gemma-3-12b-it,15,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
multiarith,wikitypo,gemma-3-12b-it,20,[1. 1. 1. 1. 1. 1.]
multiarith,wikitypo,gemma-3-12b-it,25,[1.]
gsm,wikitypo,gemma-3-4b-it,1,"[0.57922669 0.58453374 0.57391964 0.59059894 0.58225929 0.58377559
 0.59438969 0.58074299 0.57619409 0.58150114 0.59514784 0.57543594
 0.59363154 0.57846854 0.58680819 0.57695224 0.57998484 0.58756634
 0.58908264 0.56254738 0.58150114 0.57998484 0.58453374 0.58680819
 0.57012889]"
gsm,wikitypo,gemma-3-4b-it,5,"[0.64215315 0.6520091  0.65125095 0.6535254  0.65125095 0.6535254
 0.656558   0.6504928  0.64973465 0.65276725 0.6641395  0.6580743
 0.6535254  0.65125095 0.6504928  0.6429113  0.6459439  0.656558
 0.64215315 0.64973465 0.64821835]"
gsm,wikitypo,gemma-3-4b-it,10,"[0.65883245 0.66034875 0.6626232  0.67096285 0.67702805 0.6762699
 0.67854435 0.67247915 0.671721   0.6762699  0.6793025  0.67399545
 0.6777862  0.66944655 0.67702805 0.6762699 ]"
gsm,wikitypo,gemma-3-4b-it,15,"[0.6747536  0.6762699  0.67854435 0.6747536  0.67247915 0.67702805
 0.6747536  0.6762699  0.67247915 0.68157695 0.68157695]"
gsm,wikitypo,gemma-3-4b-it,20,[0.6732373  0.6747536  0.67551175 0.6793025  0.67854435 0.67551175]
gsm,wikitypo,gemma-3-4b-it,25,[0.67399545]
math,wikitypo,gemma-3-4b-it,1,"[0.38 0.4  0.4  0.4  0.41 0.37 0.44 0.32 0.37 0.38 0.39 0.36 0.39 0.33
 0.45 0.38 0.48 0.45 0.39 0.39 0.45 0.42 0.41 0.4  0.45]"
math,wikitypo,gemma-3-4b-it,5,"[0.47 0.46 0.48 0.48 0.47 0.46 0.49 0.46 0.46 0.44 0.45 0.44 0.5  0.52
 0.51 0.51 0.55 0.56 0.52 0.51 0.51]"
math,wikitypo,gemma-3-4b-it,10,"[0.48 0.5  0.49 0.52 0.5  0.5  0.5  0.52 0.52 0.5  0.48 0.53 0.51 0.53
 0.55 0.51]"
math,wikitypo,gemma-3-4b-it,15,[0.51 0.5  0.53 0.5  0.5  0.5  0.52 0.53 0.52 0.5  0.5 ]
math,wikitypo,gemma-3-4b-it,20,[0.54 0.53 0.53 0.51 0.5  0.51]
math,wikitypo,gemma-3-4b-it,25,[0.53]
mmlu,wikitypo,gemma-3-4b-it,1,"[0.65533522 0.6572238  0.63361662 0.65816808 0.65250236 0.66477809
 0.64117092 0.65439093 0.63361662 0.66194523 0.65533522 0.64683664
 0.65816808 0.65344665 0.66194523 0.64494806 0.63456091 0.65250236
 0.65439093 0.66005666 0.64683664 0.6421152  0.64683664 0.64305949
 0.63644948]"
mmlu,wikitypo,gemma-3-4b-it,5,"[0.6789424  0.68932956 0.68460812 0.67988669 0.6789424  0.68083097
 0.68177526 0.68838527 0.6931067  0.69782814 0.69121813 0.69027384
 0.69121813 0.68271955 0.68649669 0.68460812 0.68366383 0.68838527
 0.69593957 0.68649669 0.67705382]"
mmlu,wikitypo,gemma-3-4b-it,10,"[0.69593957 0.69877243 0.68838527 0.68838527 0.69877243 0.69688385
 0.69593957 0.69216242 0.70443815 0.70254958 0.69688385 0.69688385
 0.69027384 0.69216242 0.69405099 0.68460812]"
mmlu,wikitypo,gemma-3-4b-it,15,"[0.69688385 0.69688385 0.69121813 0.700661   0.69782814 0.69782814
 0.69971671 0.69499528 0.69971671 0.70160529 0.70632672]"
mmlu,wikitypo,gemma-3-4b-it,20,[0.69971671 0.70160529 0.69593957 0.69877243 0.69877243 0.69971671]
mmlu,wikitypo,gemma-3-4b-it,25,[0.700661]
multiarith,wikitypo,gemma-3-4b-it,1,"[0.96666667 0.97777778 0.97777778 0.95555556 0.96111111 0.97777778
 0.97222222 0.96666667 0.98333333 0.95       0.98333333 0.96666667
 0.96666667 0.97777778 0.95       0.98333333 0.96666667 0.97777778
 0.98888889 0.97777778 0.95       0.97777778 0.96111111 0.97222222
 0.96666667]"
multiarith,wikitypo,gemma-3-4b-it,5,"[0.98888889 0.99444444 0.98888889 0.99444444 1.         1.
 1.         1.         0.99444444 0.98888889 0.98888889 0.98888889
 0.99444444 0.99444444 0.99444444 1.         0.99444444 0.99444444
 1.         0.99444444 0.99444444]"
multiarith,wikitypo,gemma-3-4b-it,10,"[0.99444444 0.99444444 0.99444444 0.99444444 1.         0.99444444
 0.99444444 1.         0.99444444 0.98888889 0.99444444 0.99444444
 1.         0.99444444 0.99444444 0.99444444]"
multiarith,wikitypo,gemma-3-4b-it,15,"[0.99444444 0.99444444 0.99444444 1.         1.         1.
 1.         1.         0.99444444 0.99444444 0.99444444]"
multiarith,wikitypo,gemma-3-4b-it,20,[1.         0.99444444 1.         1.         1.         1.        ]
multiarith,wikitypo,gemma-3-4b-it,25,[1.]
gsm,wikitypo,Llama-3.1-8B-Instruct,1,"[0.45564822 0.47232752 0.48218347 0.48142532 0.47232752 0.46777862
 0.45185747 0.47990902 0.47384382 0.47384382 0.48142532 0.44503412
 0.45337377 0.47156937 0.45943897 0.45943897 0.47308567 0.47611827
 0.43972707 0.47005307 0.46247157 0.46095527 0.46247157 0.44655042
 0.48597422]"
gsm,wikitypo,Llama-3.1-8B-Instruct,5,"[0.57012889 0.58680819 0.58832449 0.58832449 0.58074299 0.61410159
 0.60803639 0.61561789 0.60500379 0.61637604 0.60576194 0.57998484
 0.56861259 0.58301744 0.58150114 0.58225929 0.58908264 0.57088704
 0.55951478 0.58680819 0.57467779]"
gsm,wikitypo,Llama-3.1-8B-Instruct,10,"[0.6611069  0.6656558  0.6686884  0.6732373  0.6747536  0.68006065
 0.67399545 0.67551175 0.6793025  0.66338135 0.6626232  0.6626232
 0.66186505 0.66338135 0.66338135 0.6611069 ]"
gsm,wikitypo,Llama-3.1-8B-Instruct,15,"[0.69522365 0.69825625 0.69977255 0.70204701 0.70053071 0.69067475
 0.68764215 0.69522365 0.69673995 0.6974981  0.686884  ]"
gsm,wikitypo,Llama-3.1-8B-Instruct,20,[0.70507961 0.70735406 0.70659591 0.70887036 0.71266111 0.70583776]
gsm,wikitypo,Llama-3.1-8B-Instruct,25,[0.71266111]
math,wikitypo,Llama-3.1-8B-Instruct,1,"[0.13 0.21 0.16 0.15 0.2  0.13 0.18 0.18 0.22 0.2  0.12 0.19 0.23 0.19
 0.15 0.17 0.22 0.22 0.27 0.16 0.19 0.16 0.23 0.16 0.21]"
math,wikitypo,Llama-3.1-8B-Instruct,5,"[0.22 0.3  0.25 0.26 0.28 0.28 0.27 0.26 0.31 0.27 0.26 0.3  0.3  0.3
 0.31 0.31 0.31 0.34 0.34 0.26 0.29]"
math,wikitypo,Llama-3.1-8B-Instruct,10,"[0.32 0.32 0.31 0.33 0.33 0.35 0.35 0.33 0.34 0.35 0.38 0.39 0.37 0.37
 0.35 0.37]"
math,wikitypo,Llama-3.1-8B-Instruct,15,[0.34 0.35 0.35 0.36 0.38 0.41 0.39 0.38 0.37 0.37 0.37]
math,wikitypo,Llama-3.1-8B-Instruct,20,[0.39 0.41 0.37 0.37 0.38 0.39]
math,wikitypo,Llama-3.1-8B-Instruct,25,[0.37]
mmlu,wikitypo,Llama-3.1-8B-Instruct,1,"[0.43437205 0.4523135  0.42020774 0.43626062 0.43248347 0.44759207
 0.4598678  0.47025496 0.45420208 0.4381492  0.42492918 0.40982059
 0.44098206 0.44475921 0.43531634 0.45797923 0.43153919 0.45325779
 0.44287063 0.44570349 0.45514636 0.45797923 0.43342776 0.41926346
 0.43531634]"
mmlu,wikitypo,Llama-3.1-8B-Instruct,5,"[0.53446648 0.5401322  0.53918791 0.54390935 0.53729934 0.54107649
 0.54296506 0.54863078 0.53824363 0.52219075 0.53068933 0.5184136
 0.5325779  0.54107649 0.52313503 0.56279509 0.53352219 0.53163362
 0.54579792 0.53635505 0.52880076]"
mmlu,wikitypo,Llama-3.1-8B-Instruct,10,"[0.58545798 0.56657224 0.57979226 0.5694051  0.57129367 0.58451369
 0.58640227 0.57979226 0.57884797 0.5694051  0.55524079 0.56562795
 0.57507082 0.58640227 0.57601511 0.57507082]"
mmlu,wikitypo,Llama-3.1-8B-Instruct,15,"[0.59773371 0.59301228 0.58545798 0.58829084 0.59490085 0.59206799
 0.58829084 0.59301228 0.59584514 0.58262512 0.59017941]"
mmlu,wikitypo,Llama-3.1-8B-Instruct,20,[0.60151086 0.60812087 0.60056657 0.60717658 0.60528801 0.59584514]
mmlu,wikitypo,Llama-3.1-8B-Instruct,25,[0.60717658]
multiarith,wikitypo,Llama-3.1-8B-Instruct,1,"[0.75555556 0.73333333 0.76111111 0.68888889 0.78333333 0.74444444
 0.72777778 0.74444444 0.77222222 0.74444444 0.72777778 0.76666667
 0.70555556 0.66666667 0.72777778 0.70555556 0.78888889 0.73888889
 0.72777778 0.80555556 0.74444444 0.7        0.66666667 0.73333333
 0.77222222]"
multiarith,wikitypo,Llama-3.1-8B-Instruct,5,"[0.98888889 0.98333333 0.95555556 0.88333333 0.91666667 0.89444444
 0.86666667 0.95555556 0.90555556 0.88888889 0.85555556 0.9
 0.82777778 0.91666667 0.96666667 0.97222222 0.97777778 0.97222222
 0.97222222 0.97222222 0.97777778]"
multiarith,wikitypo,Llama-3.1-8B-Instruct,10,"[0.99444444 0.98888889 0.99444444 0.98888889 0.98333333 0.98333333
 0.97222222 0.98333333 0.98333333 0.97777778 0.97222222 0.98333333
 0.97777778 0.98888889 0.98888889 0.98888889]"
multiarith,wikitypo,Llama-3.1-8B-Instruct,15,"[0.99444444 0.99444444 0.99444444 0.99444444 0.99444444 0.99444444
 0.98888889 0.98888889 1.         0.98888889 0.99444444]"
multiarith,wikitypo,Llama-3.1-8B-Instruct,20,[0.99444444 0.99444444 0.99444444 0.99444444 0.99444444 0.99444444]
multiarith,wikitypo,Llama-3.1-8B-Instruct,25,[1.]
gsm,wikitypo,Mistral-7B-Instruct-v0.3,1,"[0.28051554 0.24639879 0.27217589 0.26307809 0.27141774 0.25625474
 0.26990144 0.26307809 0.27369219 0.24336619 0.26990144 0.26307809
 0.26762699 0.26762699 0.26080364 0.25018954 0.26990144 0.26838514
 0.27520849 0.26383624 0.25398029 0.26459439 0.27293404 0.24336619
 0.25928734]"
gsm,wikitypo,Mistral-7B-Instruct-v0.3,5,"[0.36087945 0.3464746  0.36542835 0.358605   0.34116755 0.3328279
 0.34116755 0.34571645 0.33965125 0.3176649  0.3373768  0.33813495
 0.3388931  0.343442   0.3176649  0.32903715 0.3328279  0.3388931
 0.34874905 0.3616376  0.3267627 ]"
gsm,wikitypo,Mistral-7B-Instruct-v0.3,10,"[0.41243366 0.41774071 0.41925701 0.42380591 0.42380591 0.42835481
 0.42683851 0.41849886 0.40940106 0.40864291 0.42304776 0.41698256
 0.42456406 0.43896892 0.41622441 0.41774071]"
gsm,wikitypo,Mistral-7B-Instruct-v0.3,15,"[0.45185747 0.45034117 0.45564822 0.45109932 0.46247157 0.45792267
 0.45337377 0.45413192 0.45261562 0.45034117 0.45185747]"
gsm,wikitypo,Mistral-7B-Instruct-v0.3,20,[0.47081122 0.47536012 0.48142532 0.48294162 0.48066717 0.46474602]
gsm,wikitypo,Mistral-7B-Instruct-v0.3,25,[0.47990902]
math,wikitypo,Mistral-7B-Instruct-v0.3,1,"[0.03 0.04 0.03 0.05 0.04 0.07 0.07 0.06 0.04 0.05 0.08 0.01 0.04 0.05
 0.03 0.03 0.02 0.04 0.02 0.04 0.02 0.07 0.03 0.04 0.04]"
math,wikitypo,Mistral-7B-Instruct-v0.3,5,"[0.06 0.06 0.08 0.11 0.09 0.1  0.1  0.08 0.06 0.08 0.1  0.04 0.05 0.06
 0.04 0.05 0.04 0.05 0.04 0.05 0.05]"
math,wikitypo,Mistral-7B-Instruct-v0.3,10,"[0.07 0.1  0.1  0.11 0.1  0.12 0.1  0.1  0.09 0.11 0.09 0.07 0.07 0.07
 0.05 0.07]"
math,wikitypo,Mistral-7B-Instruct-v0.3,15,[0.1  0.1  0.1  0.12 0.11 0.13 0.1  0.1  0.09 0.1  0.11]
math,wikitypo,Mistral-7B-Instruct-v0.3,20,[0.11 0.12 0.12 0.13 0.12 0.14]
math,wikitypo,Mistral-7B-Instruct-v0.3,25,[0.12]
mmlu,wikitypo,Mistral-7B-Instruct-v0.3,1,"[0.31916903 0.33144476 0.35316336 0.33899906 0.35410765 0.31255902
 0.33333333 0.33522191 0.36355052 0.33522191 0.35410765 0.31255902
 0.33711048 0.33050047 0.33427762 0.33616619 0.34088763 0.33899906
 0.32294618 0.36166195 0.35505194 0.33522191 0.34088763 0.3427762
 0.34749764]"
mmlu,wikitypo,Mistral-7B-Instruct-v0.3,5,"[0.36921624 0.37393768 0.38810198 0.37582625 0.37393768 0.36921624
 0.38526912 0.3720491  0.39754485 0.36921624 0.37582625 0.36543909
 0.36638338 0.38149197 0.37771483 0.38621341 0.38243626 0.39093484
 0.38999056 0.39754485 0.38526912]"
mmlu,wikitypo,Mistral-7B-Instruct-v0.3,10,"[0.39471199 0.39187913 0.39660057 0.37582625 0.38999056 0.38432483
 0.39093484 0.38904627 0.401322   0.39093484 0.39565628 0.40226629
 0.40415486 0.40604344 0.39754485 0.41076487]"
mmlu,wikitypo,Mistral-7B-Instruct-v0.3,15,"[0.4088763  0.40226629 0.39848914 0.39282342 0.39282342 0.39565628
 0.40226629 0.40509915 0.40793201 0.41076487 0.4088763 ]"
mmlu,wikitypo,Mistral-7B-Instruct-v0.3,20,[0.40793201 0.40509915 0.40321058 0.39943343 0.40037771 0.40415486]
mmlu,wikitypo,Mistral-7B-Instruct-v0.3,25,[0.41076487]
multiarith,wikitypo,Mistral-7B-Instruct-v0.3,1,"[0.65555556 0.65555556 0.66111111 0.69444444 0.69444444 0.74444444
 0.70555556 0.73888889 0.69444444 0.73888889 0.76111111 0.70555556
 0.73888889 0.67222222 0.75555556 0.71111111 0.71666667 0.70555556
 0.7        0.75555556 0.67777778 0.65       0.71666667 0.77777778
 0.73888889]"
multiarith,wikitypo,Mistral-7B-Instruct-v0.3,5,"[0.91111111 0.91666667 0.88888889 0.91111111 0.86111111 0.87222222
 0.92222222 0.92222222 0.92222222 0.89444444 0.92222222 0.89444444
 0.91666667 0.92222222 0.95555556 0.92777778 0.93333333 0.91111111
 0.91111111 0.95       0.92777778]"
multiarith,wikitypo,Mistral-7B-Instruct-v0.3,10,"[0.95555556 0.96111111 0.96666667 0.96666667 0.96111111 0.97777778
 0.98888889 0.97222222 0.97222222 0.98333333 0.98888889 0.97777778
 0.98888889 0.98888889 0.99444444 0.97777778]"
multiarith,wikitypo,Mistral-7B-Instruct-v0.3,15,"[0.97777778 0.98333333 0.99444444 0.98333333 0.98888889 0.97777778
 0.98888889 0.99444444 0.99444444 0.99444444 0.99444444]"
multiarith,wikitypo,Mistral-7B-Instruct-v0.3,20,[0.98333333 0.98888889 0.98333333 0.98888889 0.98888889 0.99444444]
multiarith,wikitypo,Mistral-7B-Instruct-v0.3,25,[1.]
gsm,wikitypo,Qwen3-14B,1,"[0.74298711 0.75435936 0.74981046 0.74905231 0.73237301 0.75056861
 0.74374526 0.74981046 0.74677786 0.75132676 0.73768006 0.73692191
 0.77179682 0.74677786 0.76042456 0.73692191 0.75815011 0.73843821
 0.75435936 0.75132676 0.74677786 0.75890826 0.75890826 0.76269901
 0.74753601]"
gsm,wikitypo,Qwen3-14B,5,"[0.80818802 0.81197877 0.81273692 0.80667172 0.79833207 0.79529947
 0.80667172 0.79757392 0.80970432 0.81425322 0.81349507 0.81652767
 0.81804397 0.80742987 0.80742987 0.80136467 0.80970432 0.81273692
 0.80667172 0.81197877 0.80894617]"
gsm,wikitypo,Qwen3-14B,10,"[0.81880212 0.82031842 0.82638362 0.82562547 0.82031842 0.82335102
 0.82941622 0.82638362 0.82335102 0.82486732 0.82562547 0.82410917
 0.83017437 0.82410917 0.82486732 0.82410917]"
gsm,wikitypo,Qwen3-14B,15,"[0.82865807 0.83093252 0.83320697 0.82941622 0.82941622 0.82789992
 0.82865807 0.83017437 0.82638362 0.83244882 0.82941622]"
gsm,wikitypo,Qwen3-14B,20,[0.83548143 0.83775588 0.83244882 0.82941622 0.83396513 0.83169067]
gsm,wikitypo,Qwen3-14B,25,[0.83699773]
math,wikitypo,Qwen3-14B,1,"[0.48 0.43 0.45 0.47 0.42 0.43 0.45 0.48 0.47 0.43 0.43 0.48 0.45 0.45
 0.39 0.4  0.44 0.43 0.47 0.47 0.44 0.4  0.46 0.43 0.45]"
math,wikitypo,Qwen3-14B,5,"[0.54 0.53 0.57 0.56 0.53 0.54 0.56 0.54 0.55 0.54 0.52 0.54 0.52 0.51
 0.5  0.53 0.52 0.51 0.53 0.52 0.55]"
math,wikitypo,Qwen3-14B,10,"[0.6  0.59 0.59 0.58 0.58 0.59 0.6  0.57 0.58 0.59 0.57 0.59 0.58 0.57
 0.57 0.56]"
math,wikitypo,Qwen3-14B,15,[0.62 0.61 0.61 0.61 0.62 0.63 0.64 0.63 0.62 0.62 0.6 ]
math,wikitypo,Qwen3-14B,20,[0.65 0.64 0.64 0.64 0.65 0.65]
math,wikitypo,Qwen3-14B,25,[0.66]
mmlu,wikitypo,Qwen3-14B,1,"[0.7809254  0.78375826 0.78942398 0.77620397 0.79320113 0.78753541
 0.79320113 0.79225685 0.80358829 0.78564684 0.79886686 0.79131256
 0.77525968 0.79131256 0.78281398 0.79886686 0.79981114 0.78470255
 0.802644   0.77809254 0.79036827 0.77714825 0.77714825 0.77809254
 0.77998111]"
